Name,Year,Duration,Genre,Rating,Votes,Director,Actor 1,Actor 2,Actor 3
Souten: The Other Woman,-2006.0,131 min,Thriller,4.7,43,Karan Razdan,Mahima Chaudhry,Padmini Kolhapure,Shakti Kapoor
Spandan,-1982.0,135 min,Drama,6.1,9,Biplab Roy Chowdhury,Utpal Dutt,Anita Kanwar,Amol Palekar
Spark,-2014.0,134 min,Action,5.9,31,V.K. Singh,Rati Agnihotri,Mansha Bahl,Rajniesh Duggall
Special 26,-2013.0,144 min,"Crime, Drama, Thriller",8.0,"52,354",Neeraj Pandey,Akshay Kumar,Anupam Kher,Manoj Bajpayee
Speed,-2007.0,102 min,"Action, Crime, Thriller",2.9,513,Vikram Bhatt,Urmila Matondkar,Sanjay Suri,Zayed Khan
Split Wide Open,-1999.0,103 min,"Crime, Drama",6.5,222,Dev Benegal,Rahul Bose,Laila Rouass,Shivaji Satam
Spy in Rome,-1968.0,155 min,"Action, Comedy, Romance",4.9,8,B.K. Adarsh,Dev Kumar,Jaymala Adarsh,K.N. Singh
Sree Rama Anjaneya Yuddham,-1975.0,166 min,"Drama, Fantasy",7.8,29,Bapu,N.T. Rama Rao,Janardhana Rao Arja,Saroja Devi B.
Sri Anjaneyam,-2004.0,174 min,"Action, Fantasy",4.6,203,Krishna Vamsi,Nithiin,Ananth,Jogi Brothers
Sri Venkateswara Mahathyam,-1960.0,204 min,"Drama, Musical",8.5,52,P. Pullaiah,N.T. Rama Rao,Savitri,Varalakshmi S.
Sssshhh...,-2003.0,163 min,"Horror, Mystery",4.4,330,Pavan Kaul,Tanishaa Mukerji,Dino Morea,Karann Nathh
Stanley Ka Dabba,-2011.0,96 min,"Comedy, Drama, Family",7.8,"6,493",Amole Gupte,Partho A. Gupte,Numaan Sheikh,Abhishek Reddy
State Rowdy,-1989.0,147 min,"Action, Crime, Drama",6.3,104,Gopal B.,Chiranjeevi,Bhanupriya,Jayamalini
Station,-2014.0,120 min,"Crime, Drama, Thriller",7.5,90,Saad Khan,Kanika Batra,Gulshan Grover,Rohiet Nair
Stay Alert,-1956.0,153 min,"Comedy, Drama",8.2,913,Amit Mitra,Sombhu Mitra,Pradeep Kumar,Sumitra Devi
Staying Alive,-2007.0,96 min,"Crime, Drama",6.2,24,Ananth Narayan Mahadevan,Salim Abubaker,Manuj Bhaskar,Shekhar Bhonsle
Staying Alive,-2012.0,89 min,Drama,5.6,29,Ananth Narayan Mahadevan,Jahangir Khan,Ananth Narayan Mahadevan,Navni Parihar
Stoovertpuram Police Station,-1991.0,148 min,"Action, Drama",6.2,65,Veerendranath Yandamoori,Chiranjeevi,Vijayshanti,Nirosha
Straight,-2009.0,110 min,"Comedy, Drama",5.8,350,Parvati Balagopalan,Vinay Pathak,Gul Panag,Anuj Chaudhary
Strangers,-2007.0,100 min,"Drama, Romance, Thriller",4.9,338,Aanand L. Rai,Jimmy Sheirgill,Kay Kay Menon,Sonali Kulkarni
Stree,-1961.0,139 min,Fantasy,7.5,21,Shantaram Rajaram Vankudre,Shantaram Rajaram Vankudre,Sandhya,Rajshree
Stree,-2018.0,128 min,"Comedy, Horror",7.6,"29,900",Amar Kaushik,Rajkummar Rao,Shraddha Kapoor,Pankaj Tripathi
Street Dancer 3D,-2020.0,146 min,"Drama, Music",3.6,"5,930",Remo D'Souza,Varun Dhawan,Shraddha Kapoor,Prabhu Deva
Street Fighter,-1995.0,148 min,Action,5.2,16,Gopal B.,Ali,Brahmanandam,Devan
Street Fighter: The Legend of Chun-Li,-2009.0,96 min,"Action, Crime, Fantasy",3.7,"23,206",Andrzej Bartkowiak,Kristin Kreuk,Neal McDonough,Michael Clarke Duncan
Street Singer,-1938.0,135 min,Drama,6.3,15,Phani Majumdar,K.L. Saigal,Kanan Devi,Boken Chatto
Striker,-2010.0,128 min,"Action, Crime, Drama",6.9,"1,014",Chandan Arora,Siddharth,Ankur Vikal,Anupam Kher
Strings of Passion,-2014.0,100 min,Drama,6.5,31,Sanghamitra Chaudhuri,Zeenat Aman,Indrani Haldar,Shubh Mukherjee
Student of the Year,-2012.0,146 min,"Comedy, Drama, Music",5.3,"16,038",Karan Johar,Sidharth Malhotra,Alia Bhatt,Varun Dhawan
Student of the Year 2,-2019.0,146 min,"Action, Comedy, Drama",2.2,"17,483",Punit Malhotra,Tiger Shroff,Ananya Panday,Tara Sutaria
Stumped,-2003.0,121 min,"Comedy, Drama, Sport",2.6,121,Gaurav Pandey,Raveena Tandon,Alyy Khan,Salman Khan
Style,-2001.0,157 min,"Comedy, Musical, Mystery",6.7,"1,859",N. Chandra,Sharman Joshi,Sahil Khan,Riya Sen
Subah Ka Tara,-1954.0,107 min,Romance,5.4,9,Shantaram Rajaram Vankudre,Pradeep Kumar,Shantaram Rajaram Vankudre,Jayshree Gadkar
Subha-O-Sham,-1971.0,180 min,"Action, Comedy, Drama",6.5,31,Tapi Chanakya,Sanjeev Kumar,Waheeda Rehman,Mohamad Ali Fardin
Subhas Chandra,-1966.0,130 min,"Biography, Drama, History",8.2,41,Piyush Bose,Amar Dutta,Samar Chatterjee,Ashish Ghosh
Suddha,-2005.0,105 min,Drama,7.2,13,Ramchandra P.N.,Sharada Devi,Bharathi Jain,Jagatpal Jain
Sudesi,-2005.0,139 min,"Action, Crime, Drama",3.7,35,Jeppi,Ashima Bhalla,Karunas,M.N. Nambiar
Sudhandhiram,-2000.0,145 min,"Action, Crime, Drama",4.0,44,Raj Kapoor,Nassar,Prithviraj,Raghuvaran
Suhaag,-1979.0,164 min,"Action, Drama, Musical",6.7,"1,053",Manmohan Desai,Shashi Kapoor,Amitabh Bachchan,Rekha
Suhaag,-1994.0,145 min,"Action, Comedy, Drama",5.7,"1,755",Kuku Kohli,Ajay Devgn,Akshay Kumar,Karisma Kapoor
Suhaag Raat,-1968.0,160 min,"Drama, Romance",4.8,29,R. Bhattacharya,Rajshree,Jeetendra,Sulochana Latkar
Suhagan,-1986.0,143 min,Romance,6.1,43,K. Raghavendra Rao,Jeetendra,Sridevi,Padmini Kolhapure
Suhana Safar,-1970.0,130 min,"Comedy, Drama",6.4,45,Vijay,Shashi Kapoor,Sharmila Tagore,Lalita Pawar
Sui Dhaaga,-2018.0,122 min,"Comedy, Drama",6.8,"7,421",Sharat Katariya,Anushka Sharma,Varun Dhawan,Raghuvir Yadav
Sujata,-1960.0,161 min,"Drama, Romance",7.3,326,Bimal Roy,Nutan,Sunil Dutt,Shashikala
Sulemani Keeda,-2014.0,89 min,"Comedy, Romance",7.1,"2,478",Amit Masurkar,Naveen Kasturia,Mayank Tewari,Aditi Vasudev
Sullan,-2004.0,138 min,"Action, Crime, Drama",3.2,359,Ramana,Dhanush,Manivannan,Pasupathy
Sultaan,-2000.0,120 min,"Action, Drama",5.6,54,T.L.V. Prasad,Vikas Anand,Birbal,Mithun Chakraborty
Sultan,-2016.0,170 min,"Action, Drama, Sport",7.0,"41,777",Ali Abbas Zafar,Salman Khan,Kubbra Sait,Anushka Sharma
Summer 2007,-2008.0,166 min,"Crime, Drama, Thriller",6.2,238,Sohail Tatari,Sikandar Kher,Gul Panag,Yuvika Chaudhary
Summer Camp,-2018.0,128 min,"Comedy, Drama",7.1,16,Kunal v Singh,Saurabh Agarwal,Altaf,Manish Garg
Sun Meri Laila,-1983.0,143 min,Romance,6.9,11,Chander H. Bahl,Birbal,Deepika Chikhalia,Iftekhar
Sun Sajna,-1982.0,138 min,"Drama, Family, Romance",6.3,21,Chander H. Bahl,Mithun Chakraborty,Ranjeeta Kaur,Iftekhar
Sun Zarra,-2006.0,125 min,"Drama, Romance",5.4,18,Rohit Krishnakant Nayyar,Samir Aftab,Mithun Chakraborty,Renuka Shahane
Sunayana,-1979.0,131 min,"Comedy, Drama, Romance",5.9,39,Hiren Nag,Sulochana Latkar,Murad,Gayatri
Sunday,-2008.0,135 min,"Action, Comedy, Mystery",5.3,"2,619",Rohit Shetty,Ajay Devgn,Ayesha Takia,Arshad Warsi
Sunehre Din,-1949.0,143 min,Drama,6.6,30,Satish Nigam,Raj Kapoor,Rehana,Roopkamal
Sunghursh,-1968.0,175 min,"Action, Crime, Drama",6.8,93,Harnam Singh Rawail,Dilip Kumar,Vyjayanthimala,Balraj Sahni
Sunglass,-2013.0,100 min,"Comedy, Drama, Thriller",5.4,30,Rituparno Ghosh,Jaya Bachchan,Madhavan,Tota Roy Chowdhury
Sunn Raha Hai Na,-2017.0,56 min,"Drama, Romance",6.1,7,Fenil Seta,Shreyas Porus Pardiwalla,Harsha Chopda,Sunita Verma
Sunny,-1984.0,114 min,"Drama, Romance",5.6,128,Raj Khosla,Sunny Deol,Amrita Singh,Dharmendra
Suno Na.. Ek Nanhi Aawaz,-2009.0,127 min,Drama,4.5,6,Amy Thanawala,Tara Sharma,Makrand Shukla,Rajendra Chawla
Suno Sasurjee,-2004.0,169 min,"Action, Comedy, Musical",2.5,147,Vimal Kumar,Aftab Shivdasani,Ameesha Patel,Gulshan Grover
Sunset Bollywood,-2005.0,60 min,Documentary,8.6,663,Komal Tolani,Amitabh Bachchan,Bhagyashree,Mahesh Bhatt
Sunshine Music Tours & Travels,-2016.0,110 min,Comedy,6.5,31,Shailendra Singh,Sunny Kaushal,Ashrut Jain,Ajit Singh Arora
Suntan,-1976.0,121 min,Drama,6.8,20,Mohan Segal,Jeetendra,Ashok Kumar,Nirupa Roy
Supari,-2003.0,142 min,"Action, Crime, Drama",4.3,136,Padam Kumar,Nandita Das,Uday Chopra,Rahul Dev
Supari - The Quest Begins Now,-2014.0,90 min,Crime,5.9,33,Aamreeta Gautam,Sabreen Baker,Swetanshu Bora,Mukesh Ghatiya
Super 30,-2019.0,154 min,"Biography, Drama",8.0,"23,000",Vikas Bahl,Hrithik Roshan,Mrunal Thakur,Nandish Singh
Super Model,-2013.0,83 min,"Drama, Mystery, Romance",1.9,180,Navin Batra,Ashmit Patel,Veena Malik,Sana Oberoi
Super Nani,-2014.0,133 min,"Comedy, Drama, Family",4.6,398,Indra Kumar,Rekha,Sharman Joshi,Randhir Kapoor
Super Police,-1994.0,95 min,"Action, Thriller",5.5,70,K. Muralimohana Rao,Ali,Brahmanandam,Chalapathi Rao
Superman,-1987.0,123 min,"Action, Adventure, Sci-Fi",4.5,301,B. Gupta,Puneet Issar,Sonia Sahni,Dharmendra
Supermen of Malegaon,-2008.0,66 min,Documentary,8.0,648,Faiza Ahmad Khan,Shakeel Bharati,Farogh Jafri,Akram Khan
Superstar,-2008.0,120 min,"Drama, Romance",6.0,707,Rohit Jugraj,Kunal Khemu,Tulip Joshi,Aushima Sawhney
Sur,-2002.0,136 min,"Drama, Musical, Romance",6.4,475,Tanuja Chandra,Lucky Ali,Simone Singh,Achint Kaur
Sur Sangam,-1985.0,149 min,"Comedy, Drama, Musical",6.8,45,K. Viswanath,Girish Karnad,Jaya Prada,Sachin Pilgaonkar
Suraj,-1966.0,155 min,"Romance, Musical, Action",6.7,124,T. Prakash Rao,Vyjayanthimala,Rajendra Kumar,Ajit
Suraj Aur Chanda,-1973.0,131 min,"Action, Fantasy",5.7,10,T. Madhava Rao,Sanjeev Kumar,Rita Haksar,Sujit Kumar
Suraj Pe Mangal Bhari,-2020.0,139 min,Comedy,5.9,"3,011",Abhishek Sharma,Manoj Bajpayee,Fatima Sana Shaikh,Vijay Raaz
Surakksha,-1979.0,132 min,"Action, Adventure, Crime",7.3,95,Ravikant Nagaich,Ranjeeta Kaur,Mithun Chakraborty,Bhushan Jeevan
Surakshaa,-1995.0,148 min,"Action, Romance, Thriller",4.1,188,Anand,Raju Mavani,Saif Ali Khan,Aditya Pancholi
Surkhaab,-2014.0,100 min,"Adventure, Drama, Thriller",6.3,68,Sanjay Talreja,Barkha Madan,Sumit Suri,Vineeta Malik
Surkhiyaan (The Headlines),-1985.0,134 min,"Action, Crime, Drama",5.4,16,Ashok Tyagi,Naseeruddin Shah,Moon Moon Sen,Suresh Oberoi
Suryavanshi,-1992.0,161 min,"Fantasy, Horror",4.5,923,Rakesh Kumar,Salman Khan,Amrita Singh,Sheeba
Susman,-1987.0,140 min,Drama,7.3,26,Shyam Benegal,Shabana Azmi,Om Puri,Kulbhushan Kharbanda
Swades,-2004.0,189 min,Drama,8.2,"85,340",Ashutosh Gowariker,Shah Rukh Khan,Gayatri Joshi,Kishori Ballal
Swami,-1977.0,129 min,Drama,6.5,196,Basu Chatterjee,Shabana Azmi,Girish Karnad,Utpal Dutt
Swami,-2007.0,140 min,Drama,6.8,374,Ganesh Acharya,Manoj Bajpayee,Juhi Chawla,Maninder Wasu
Swami Dada,-1982.0,151 min,"Action, Drama",6.3,87,Dev Anand,T.K. Desai,Dev Anand,Mithun Chakraborty
Swarg,-1990.0,160 min,Drama,6.7,"1,255",David Dhawan,Rajesh Khanna,Govinda,Madhavi
Swarg Narak,-1978.0,164 min,"Comedy, Drama, Romance",5.5,57,Narayana Rao Dasari,Sanjeev Kumar,Jeetendra,Vinod Mehra
Swati,-1986.0,151 min,Drama,6.7,103,Kranthi Kumar,Shashi Kapoor,Sharmila Tagore,Meenakshi Sheshadri
Swayamvar,-1980.0,161 min,"Comedy, Drama, Romance",7.4,85,P. Sambasiva Rao,Shashi Kapoor,Sanjeev Kumar,Moushumi Chatterjee
Sweekar Kiya Maine,-1983.0,170 min,"Comedy, Drama",6.1,22,Zaheer D. Lari,Vinod Mehra,Shabana Azmi,Prema Narayan
Sweetiee Weds NRI,-2017.0,116 min,"Comedy, Drama, Romance",3.4,244,Hasnain Hyderabadwala,Himansh Kohli,Zoya Afroz,Darshan Jariwala
Switchh,-2021.0,130 min,"Action, Thriller",4.2,11,Mustufa Raj,Armen Grayg,Hanif Hilal,Naren Kumar
T for Taj Mahal,-2018.0,104 min,Drama,8.7,93,Kireet Khurana,Subrat Dutta,Pitobash,Manoj Pahwa
Ta Ra Rum Pum,-2007.0,153 min,"Comedy, Drama, Family",5.6,"4,409",Siddharth Anand,Saif Ali Khan,Rani Mukerji,Javed Jaffrey
Taal,-1999.0,179 min,"Drama, Musical, Romance",6.7,"5,068",Subhash Ghai,Akshaye Khanna,Anil Kapoor,Aishwarya Rai Bachchan
Taanashah,-2020.0,101 min,"Action, Drama",7.3,25,Ritam Srivastav,Dilip Arya,Indraneel Bhattacharya,Shashi Chaturvedi
Taaqat,-1995.0,180 min,"Crime, Romance",4.8,90,Talat Jani,Dharmendra,Shatrughan Sinha,Kajol
Taarzan: The Wonder Car,-2004.0,163 min,"Action, Fantasy, Thriller",4.5,"2,781",Abbas Alibhai Burmawalla,Mastan Alibhai Burmawalla,Vatsal Sheth,Ayesha Takia
Tabaahi: The Destroyer,-1999.0,133 min,Action,4.4,21,Gopi Sapru,Mithun Chakraborty,Divya Dutta,Neelu Hasan
Table No. 21,-2013.0,108 min,"Adventure, Drama, Thriller",7.2,"11,709",Aditya Datt,Paresh Rawal,Rajeev Khandelwal,Tina Desai
Tada,-2003.0,154 min,Action,4.7,24,Sisir. P. Mishra,Ishrat Ali,Sadashiv Amrapurkar,Arjun
Tadap,-1990.0,135 min,Drama,5.6,8,Sohanlal Kanwar,Sujata Mehta,Chunky Panday,Nana Patekar
Tadipaar,-1993.0,134 min,"Action, Drama",4.7,142,Mahesh Bhatt,Mithun Chakraborty,Pooja Bhatt,Anupam Kher
Tahalka,-1992.0,168 min,"Action, Adventure, Thriller",5.7,316,Anil Sharma,Dharmendra,Naseeruddin Shah,Mukesh Khanna
Tahkhana,-1986.0,117 min,"Action, Drama, Horror",5.4,169,Shyam Ramsay,Tulsi Ramsay,Rana Jung Bahadur,Hemant Birje
Tahqiqaat,-1993.0,139 min,"Crime, Mystery",5.3,26,A. Jagannathan,Mahesh Anand,Sulabha Arya,Laxmikant Berde
Taish,-2020.0,143 min,"Action, Thriller",7.5,"3,703",Bejoy Nambiar,Jim Sarbh,Harshvardhan Rane,Pulkit Samrat
Taj,-1956.0,138 min,"Drama, Music",6.6,8,Nandlal Jaswantlal,Vyjayanthimala,Pradeep Kumar,Bipin Gupta
Taj Mahal: A Monument of Love,-2003.0,235 min,"Drama, History, Romance",6.7,51,Robin Khosla,Shahbaaz Khan,Kulbhushan Kharbanda,Raghu Khosla
Taj Mahal: An Eternal Love Story,-2005.0,164 min,"Drama, History, Musical",5.0,161,Akbar Khan,Zulfi Sayed,Sonya Jehan,Kabir Bedi
Tajurba,-1981.0,140 min,"Action, Adventure",5.7,12,Nikhil Saini,Raj Babbar,Smita Patil,Naseeruddin Shah
Taking the Horse to Eat Jalebis,-2019.0,121 min,Drama,6.1,50,Anamika Haksar,Ravindra Sahu,Raghuvir Yadav,Gopalan
Takkar,-1995.0,143 min,"Action, Crime, Drama",4.6,195,Bharat Rangachary,Naseeruddin Shah,Sunil Shetty,Sonali Bendre
Takkar,-1980.0,157 min,Drama,5.4,36,K. Bapaiah,Sanjeev Kumar,Jeetendra,Zeenat Aman
Talaaq,-1958.0,182 min,Drama,6.7,19,Mahesh Kaul,Rajendra Kumar,Kamini Kadam,Sajjan
Talaash,-2012.0,140 min,"Crime, Drama, Mystery",7.2,"40,234",Reema Kagti,Priyamvada Narayanan,Aamir Khan,Kareena Kapoor
Talaash: The Hunt Begins...,-2003.0,153 min,"Action, Drama, Mystery",4.7,"1,411",Suneel Darshan,Rakhee Gulzar,Akshay Kumar,Kareena Kapoor
Talaashi,-1996.0,157 min,"Crime, Drama",4.3,34,Shyam Ramsay,Tulsi Ramsay,Jackie Shroff,Juhi Chawla
Talash,-1969.0,175 min,"Romance, Thriller",6.6,155,O.P. Ralhan,Rajendra Kumar,Sharmila Tagore,O.P. Ralhan
Tales of Siva 1,-2009.0,65 min,"Animation, Family, History",5.5,6,Renju Ramesh,Neenu Babu,Prosenjit Ganguly,Baiju Gopinath
Tallukh,-2020.0,83 min,"Crime, Drama, Romance",5.4,56,Anurag Jha,Yash Krishnani,Anurag Jha,Harshita Awale
Talvar,-2015.0,132 min,"Crime, Drama, Mystery",8.2,"32,313",Meghna Gulzar,Irrfan Khan,Konkona Sen Sharma,Neeraj Kabi
Tamacha,-1988.0,165 min,"Action, Romance",4.0,50,Ramesh Ahuja,Jeetendra,Rajinikanth,Amrita Singh
Tamanchey: Pyar Mein Dil Pe Maar De Goli,-2014.0,113 min,"Crime, Romance",4.4,308,Navneet Behal,Nikhil Dwivedi,Richa Chadha,Damandeep Singh
Tamanna,-1998.0,127 min,Drama,6.8,302,Mahesh Bhatt,Paresh Rawal,Pooja Bhatt,Sharad S. Kapoor
Tamasha,-1952.0,127 min,Drama,7.6,38,Phani Majumdar,Dev Anand,Meena Kumari,Bipin Gupta
Tamasha,-2015.0,139 min,"Comedy, Drama, Romance",7.3,"24,623",Imtiaz Ali,Deepika Padukone,Ranbir Kapoor,Sushma Seth
Tan-Badan,-1986.0,115 min,Drama,5.1,37,Anand,Govinda,Kushboo,Jyoti Patel
Tangewala,-1972.0,139 min,"Action, Crime, Drama",5.6,29,Naresh Kumar,Rajendra Kumar,Mumtaz,Sujit Kumar
Tangewali,-1955.0,120 min,"Drama, Family",8.4,5,Lekhraj Bhakri,Shammi Kapoor,Balraj Sahni,Anita Guha
Tango Charlie,-2005.0,142 min,"Action, Adventure, Drama",6.0,"1,789",Mani Shankar,Ajay Devgn,Bobby Deol,Sanjay Dutt
Tanhaji: The Unsung Warrior,-2020.0,135 min,"Action, Biography, Drama",7.6,"22,344",Om Raut,Ajay Devgn,Saif Ali Khan,Sharad Kelkar
Tank Cleaner,-2021.0,155 min,Thriller,8.7,20,Parvinder Singh Wraich,Harkiran Kaur Wraich,Muntazir Ahmad,Sunny Gill Ambersariya
Tansen,-1943.0,122 min,"Drama, Musical, Romance",7.5,26,Jayant Desai,K.L. Saigal,Khurshid Begum,Mubarak
Tanu Weds Manu,-2011.0,113 min,"Comedy, Drama, Romance",6.8,"13,804",Aanand L. Rai,Madhavan,Kangana Ranaut,Jimmy Sheirgill
Tanu Weds Manu Returns,-2015.0,128 min,"Comedy, Drama, Romance",7.6,"26,843",Aanand L. Rai,Kangana Ranaut,Madhavan,Jimmy Sheirgill
Tapasya,-1976.0,133 min,"Drama, Family",7.2,48,Anil Ganguly,Rakhee Gulzar,Parikshit Sahni,Asrani
Tapish,-2000.0,144 min,Drama,6.0,20,Jayprakkash Shaw,Tara Deshpande,Ellora Patnaik,Parvin Dabas
Taqdeer,-1967.0,108 min,"Drama, Family",6.3,35,A. Salaam,Bharat Bhushan,Shalini,Farida Jalal
Taqdeer Ka Tamasha,-1990.0,217 min,"Action, Crime, Drama",4.2,40,Anand Gaekwad,Jeetendra,Moushumi Chatterjee,Govinda
Taqdeerwala,-1995.0,162 min,"Action, Comedy, Fantasy",6.5,414,K. Muralimohana Rao,Venkatesh Daggubati,Raveena Tandon,Asrani
Tara Mira,-2019.0,120 min,Drama,7.3,31,Rajiev Dhingra,Ranjit Bawa,Nazia Hussain,Gurpreet Ghuggi
Tara: The Journey of Love and Passion,-2013.0,110 min,Drama,5.5,43,Kumar Raj,Rekha Rana,Rohan Shroff,Ashish Saleem
Tarana,-1979.0,111 min,"Musical, Romance",6.9,37,Deepak Bahry,Mithun Chakraborty,Ranjeeta Kaur,Master Bhagwan
Tarang,-1984.0,171 min,Drama,6.9,47,Kumar Shahani,Amol Palekar,Smita Patil,Shreeram Lagoo
Tarazu,-1997.0,144 min,"Action, Crime, Drama",4.5,589,Vimal Kumar,Akshay Kumar,Sonali Bendre,Mohnish Bahl
Target,-1995.0,122 min,Drama,7.6,73,Sandip Ray,Mohan Agashe,Barun Chakraborty,Champa
Tarkeeb,-1984.0,136 min,"Action, Crime, Drama",4.6,9,Ravikant Nagaich,Mithun Chakraborty,Leena Das,Dinesh Hingoo
Tarkieb,-2000.0,156 min,"Mystery, Thriller",5.0,233,Esmayeel Shroff,Nana Patekar,Tabu,Shilpa Shetty Kundra
Tarpan (The Absolution),-1995.0,140 min,"Drama, History",7.2,67,K. Bikram Singh,Savita Bajaj,Babita Bhardwaj,Pradeep Bhatnagar
Tarpan: The Salvation,-2019.0,104 min,Drama,8.1,31,Neelam r Singh,Vandana Asthana,Rahul Chahan,Poonam Ingle
Tarzan 303,-1970.0,131 min,Action,3.8,6,Chandrakant,Chandgiram,Shabnam,K.N. Singh
Tarzan and King Kong,-1965.0,128 min,"Action, Adventure, Romance",5.6,27,A. Shamsheer,Randhawa,Mumtaz,Bela Bose
Tarzan Aur Jadui Chirag,-1966.0,136 min,Adventure,3.8,9,Baboobhai Bhanji,Azaad Irani,Sunita,B.M. Vyas
Tarzan's Daughter,-2002.0,99 min,"Action, Adventure, Musical",4.5,11,Pratap Singh,Hemant Birje,Ritika Singh,Raza Murad
Tashan,-2008.0,120 min,"Action, Drama, Romance",3.9,"5,037",Vijay Krishna Acharya,Akshay Kumar,Saif Ali Khan,Kareena Kapoor
Tathagatha Buddha The Life & Times of Gautama Buddha,-2008.0,127 min,"Biography, Drama",6.9,14,Sridhar Allani,Sunil Sharma,Parvati Melton,Surendra Pal
Tathastu,-2006.0,113 min,"Crime, Drama, Thriller",4.4,460,Anubhav Sinha,Sanjay Dutt,Ameesha Patel,Jaya Prada
Tauba Tauba,-2004.0,121 min,"Comedy, Drama",2.6,93,T.L.V. Prasad,Laxmikant Berde,Bobby Darling,Amin Gazi
Tawai: A Voice from the Forest,-2017.0,101 min,Documentary,7.4,238,Bruce Parry,Mark Ellam,Bruce Parry,Ingrid Lewis
Tawaif,-1985.0,160 min,"Comedy, Drama, Romance",7.1,104,B.R. Chopra,Ashok Kumar,Rishi Kapoor,Rati Agnihotri
Taxi Chor,-1980.0,103 min,"Crime, Thriller",5.2,20,Sushil Vyas,Indira Bansal,Master Bhagwan,Abhi Bhattacharya
Taxi Driver,-1954.0,133 min,"Musical, Romance",6.9,257,Chetan Anand,Dev Anand,Kalpana Kartik,Sheila Ramani
Taxi Driver,-1973.0,118 min,Romance,6.3,30,Mohammed Hussain,Ashok Kumar,Nirupa Roy,Bhisham Kohli
Taxi No. 9 2 11: Nau Do Gyarah,-2006.0,116 min,"Comedy, Drama, Thriller",7.3,"9,418",Milan Luthria,John Abraham,Nana Patekar,Sonali Kulkarni
Taxi Taxie,-1977.0,123 min,"Adventure, Comedy, Drama",6.4,37,Irshad,Amol Palekar,Zaheera,Reena Roy
Te3n,-2016.0,136 min,"Drama, Mystery, Thriller",7.3,"12,118",Ribhu Dasgupta,Amitabh Bachchan,Nawazuddin Siddiqui,Vidya Balan
Team: The Force,-2009.0,115 min,"Action, Comedy",4.0,68,Ajay Chandhok,Sohail Khan,Amrita Arora,Yash Tonk
Teen Bahuraniyan,-1968.0,160 min,Comedy,6.8,53,S.S. Balan,S.S. Vasan,Prithviraj Kapoor,Agha
Teen Chor,-1973.0,126 min,"Action, Crime, Drama",5.8,9,Dada Mirasi,Vinod Mehra,Sulochana Latkar,Jeevan
Teen Devian,-1965.0,121 min,"Musical, Romance",6.9,182,Amarjeet,Dev Anand,Nanda,Simi Garewal
Teen Patti,-2010.0,140 min,"Crime, Drama, Thriller",4.1,"1,457",Leena Yadav,Amitabh Bachchan,Madhavan,Shraddha Kapoor
Teen Sardar,-1965.0,125 min,"Action, Adventure, Drama",6.3,10,Radhakant,Randhawa,Azaad Irani,Parveen Choudhary
Teen Sau Din Ke Baad,-1938.0,158 min,Adventure,6.4,10,Sarvottam Badami,Sabita Devi,Motilal,Bibbo
Teen Taal,-2016.0,120 min,Drama,7.5,27,Shakirul Alam,Gaurav Chowdhary,Shakirul Alam,Ravi Shankar Chowdhary
Tees Maar Khan,-2010.0,135 min,"Comedy, Crime",2.6,"11,981",Farah Khan,Akshay Kumar,Katrina Kaif,Akshaye Khanna
Teesra Kaun,-1965.0,127 min,"Action, Crime, Drama",6.3,17,Mohammed Hussain,Feroz Khan,Shashikala,Shyam Kumar
Teesra Kaun?,-1994.0,160 min,"Comedy, Thriller",5.2,133,Partho Ghosh,Mithun Chakraborty,Chunky Panday,Somy Ali
Teesri Aankh,-1982.0,151 min,"Action, Thriller",6.4,73,Subodh Mukherji,Dharmendra,Shatrughan Sinha,Zeenat Aman
Teesri Aankh: The Hidden Camera,-2006.0,111 min,"Action, Crime, Thriller",2.6,300,Harry Baweja,Sunny Deol,Ameesha Patel,Neha Dhupia
Teesri Kasam,-1966.0,159 min,"Comedy, Drama, Romance",7.9,746,Basu Bhattacharya,Raj Kapoor,Waheeda Rehman,Dulari
Teesri Manzil,-1966.0,172 min,"Comedy, Musical, Mystery",7.7,"1,135",Vijay Anand,Shammi Kapoor,Asha Parekh,Raj Mehra
Tehzeeb,-2003.0,143 min,Drama,5.9,525,Khalid Mohamed,Shabana Azmi,Urmila Matondkar,Arjun Rampal
Tejasvini,-1994.0,169 min,"Action, Drama",6.3,89,N. Chandra,Deepak Malhotra,Vijayshanti,Charan Raj
Telephone,-1985.0,116 min,Thriller,6.3,27,Shyam Ramsay,Tulsi Ramsay,Shatrughan Sinha,Parveen Babi
Tell Me O Kkhuda,-2011.0,125 min,"Action, Crime, Drama",2.5,351,Hema Malini,Dharmendra,Vinod Khanna,Rishi Kapoor
Ten,-2005.0,152 min,"Action, Crime, Drama",5.5,"3,182",Anubhav Sinha,Sanjay Dutt,Sunil Shetty,Abhishek Bachchan
Tennis Buddies,-2019.0,153 min,Drama,5.4,43,Sohail Tatari,Dakshita Patel,Madhu Anand Chandhock,Divya Dutta
Tera Intezaar,-2017.0,108 min,"Romance, Thriller",1.8,262,Raajeev Walia,Arbaaz Khan,Sunny Leone,Bhani Singh
Tera Jadoo Chal Gayaa,-2000.0,143 min,"Musical, Romance",3.0,560,A. Muthu,Abhishek Bachchan,Kirti Reddy,Sanjay Suri
